,name,rating,cuisine,location,region,cost_per_person,discount
1293,DISTRICT 6,4.5,"Cocktail Menu, Multicuisine",['Rajajinagar'],['West Bengaluru'],2000,25
1294,Tuk Tuk Thai - Pure Veg Asian Fine Dine,4.9,Thai,['Rajarajeshwari Nagar'],['South Bengaluru'],1400,25
1295,Tuk Tuk Thai - Pure Veg Asian Fine Dine,4.9,Thai,['Rajarajeshwari Nagar'],['South Bengaluru'],1400,25
1296,Pasta Pasta,4.0,Italian,['Sarjapur Road'],['South Bengaluru'],2000,10
1297,Pasta Pasta,4.0,Italian,['Sarjapur Road'],['South Bengaluru'],2000,10
1298,Vembanad,4.4,Kerala,['The Paul'],[],2000,10
1299,Vembanad,4.4,Kerala,['The Paul'],[],2000,10
1300,KOKO,4.5,Asian,['Jeevan Bhima Nagar'],['East Bengaluru'],3500,25
1301,KOKO,4.5,Asian,['Jeevan Bhima Nagar'],['East Bengaluru'],3500,25
1302,Vinny's,4.0,Italian,['New BEL Road'],['North Bengaluru'],800,20
1303,Vinny's,4.0,Italian,['New BEL Road'],['North Bengaluru'],800,20
1304,Blue Shadow,4.0,Multicuisine,['Davanam Sarovar Portico Suites'],[],1500,20
1305,Blue Shadow,4.0,Multicuisine,['Davanam Sarovar Portico Suites'],[],1500,20
1306,The Chocolate Room,3.5,"Beverages, Desserts",['Whitefield'],['East Bengaluru'],2000,10
1307,The Chocolate Room,3.5,"Beverages, Desserts",['Whitefield'],['East Bengaluru'],2000,10
1308,The Big Buffet,3.3,Chinese,['Electronic City Phase 1'],['South Bengaluru'],2000,10
1309,The Big Buffet,3.3,Chinese,['Electronic City Phase 1'],['South Bengaluru'],2000,10
1310,Izanagi,4.0,Japanese,['Indiranagar'],['East Bengaluru'],2000,25
1311,Izanagi,4.0,Japanese,['Indiranagar'],['East Bengaluru'],2000,25
1312,Vanamo,4.4,Continental,['100 Feet Road'],['East Bengaluru'],2500,10
1313,Vanamo,4.4,Continental,['100 Feet Road'],['East Bengaluru'],2500,10
1314,Marigold Restaurant Bar & Pub,4.6,Multicuisine,['Whitefield'],['East Bengaluru'],2000,10
1315,Marigold Restaurant Bar & Pub,4.6,Multicuisine,['Whitefield'],['East Bengaluru'],2000,10
1316,The Pizza Bakery,4.7,"Pizza, Italian",['HSR'],['South Bengaluru'],2500,25
1317,The Pizza Bakery,4.7,"Pizza, Italian",['HSR'],['South Bengaluru'],2500,25
1318,Cafe Grey by Dongle & Co.,4.2,European,['Indiranagar'],['East Bengaluru'],2000,10
1319,Cafe Grey by Dongle & Co.,4.2,European,['Indiranagar'],['East Bengaluru'],2000,10
1320,Jungle Feast Bar & Restaurant,5.0,Multicuisine,['JP Nagar'],['South Bengaluru'],1000,10
1321,Jungle Feast Bar & Restaurant,5.0,Multicuisine,['JP Nagar'],['South Bengaluru'],1000,10
1322,Sally by 1522,4.4,"European, Finger Food, North Indian, Indian Coastal Cuisine, Chicken, Barbeque","['Phoenix Mall Of Asia, Yelahanka']",[],2500,25
1323,Sally by 1522,4.4,"European, Finger Food, North Indian, Indian Coastal Cuisine, Chicken, Barbeque","['Phoenix Mall Of Asia, Yelahanka']",[],2500,25
1324,CocoBay,5.0,Fast Food,['Begur'],[],500,10
1325,CocoBay,5.0,Fast Food,['Begur'],[],500,10
1326,Char & Co.,4.0,"Continental, Kebabs",['Kalyan Nagar'],['North Bengaluru'],1500,10
1327,Char & Co.,4.0,"Continental, Kebabs",['Kalyan Nagar'],['North Bengaluru'],1500,10
1328,Nakkshatra by Nagarjuna,5.0,"Multicuisine, Biryani",['Marathahalli'],['East Bengaluru'],2500,10
1329,Nakkshatra by Nagarjuna,5.0,"Multicuisine, Biryani",['Marathahalli'],['East Bengaluru'],2500,10
1330,Saffron,4.5,North Indian,[],[],2500,10
1331,Saffron,4.5,North Indian,[],[],2500,10
1332,Orchid,3.9,Multicuisine,['Fortune Park JP Celestial'],[],2000,10
1333,Orchid,3.9,Multicuisine,['Fortune Park JP Celestial'],[],2000,10
1334,Liquid’s Bar & Kitchen,4.2,Multicuisine,['New BEL Road'],['North Bengaluru'],2000,10
1335,Liquid’s Bar & Kitchen,4.2,Multicuisine,['New BEL Road'],['North Bengaluru'],2000,10
1336,Fish Fryday,5.0,Seafood,['HSR'],['South Bengaluru'],2000,25
1337,Fish Fryday,5.0,Seafood,['HSR'],['South Bengaluru'],2000,25
1338,Saiko Sushi House,5.0,Japanese,"['Rajiv Gandhi Nagar, Kodigehalli']",['North Bengaluru'],800,25
1339,Saiko Sushi House,5.0,Japanese,"['Rajiv Gandhi Nagar, Kodigehalli']",['North Bengaluru'],800,25
1340,Baileys Cafe & Restaurant,5.0,"Beverages, Cafe",['Banaswadi'],['North Bengaluru'],2000,10
1341,Baileys Cafe & Restaurant,5.0,"Beverages, Cafe",['Banaswadi'],['North Bengaluru'],2000,10
1342,F Cafe By FTV,5.0,Multicuisine,['Domlur'],['East Bengaluru'],2000,10
1343,F Cafe By FTV,5.0,Multicuisine,['Domlur'],['East Bengaluru'],2000,10
1344,White Garden,4.5,Multicuisine,['Kalyan Nagar'],['North Bengaluru'],2000,25
1345,White Garden,4.5,Multicuisine,['Kalyan Nagar'],['North Bengaluru'],2000,25
1346,Shetty Lunch Home,4.6,Multicuisine,['Sadashiv Nagar'],['North Bengaluru'],2000,25
1347,Shetty Lunch Home,4.6,Multicuisine,['Sadashiv Nagar'],['North Bengaluru'],2000,25
1348,Harley's fine baking,4.9,"Cafe, Bakery",['JP Nagar'],['South Bengaluru'],2000,10
1349,Harley's fine baking,4.9,"Cafe, Bakery",['JP Nagar'],['South Bengaluru'],2000,10
1350,Melange,4.1,Multicuisine,[],[],2800,10
1351,Melange,4.1,Multicuisine,[],[],2800,10
1352,Yuki Cocktail Bar and Kitchen,4.8,Pan Asian,['Sarjapur Road'],['South Bengaluru'],4000,25
1353,Yuki Cocktail Bar and Kitchen,4.8,Pan Asian,['Sarjapur Road'],['South Bengaluru'],4000,25
1354,Iron & Timber Lounge,5.0,"Finger Food, Indian, Fusion",['Brookefield'],['East Bengaluru'],1700,10
1355,Iron & Timber Lounge,5.0,"Finger Food, Indian, Fusion",['Brookefield'],['East Bengaluru'],1700,10
1356,Kalpaney,4.6,Multicuisine,['JP Nagar'],['South Bengaluru'],2500,25
1357,Kalpaney,4.6,Multicuisine,['JP Nagar'],['South Bengaluru'],2500,25
1358,Niro,4.9,Multicuisine,['Country Inn & Suites By Radisson'],['Bengaluru Hebbal'],2500,20
1359,Niro,4.9,Multicuisine,['Country Inn & Suites By Radisson'],['Bengaluru Hebbal'],2500,20
1360,Araku Coffee,4.6,"Cafe, Desserts, European",['12th main'],['East Bengaluru'],2000,25
1361,Araku Coffee,4.6,"Cafe, Desserts, European",['12th main'],['East Bengaluru'],2000,25
1362,EtOH Rooftop Restaurant | Bar,5.0,Multicuisine,['Electronic City'],['South Bengaluru'],1000,10
1363,EtOH Rooftop Restaurant | Bar,5.0,Multicuisine,['Electronic City'],['South Bengaluru'],1000,10
1364,Punarvasu Restaurant,4.7,Multicuisine,"['Hotel Leroy Grand, Yeshwanthpur']",[],2500,20
1365,Punarvasu Restaurant,4.7,Multicuisine,"['Hotel Leroy Grand, Yeshwanthpur']",[],2500,20
1366,The Dreaming Tree,5.0,"Italian, Mexican",['HSR'],['South Bengaluru'],900,25
1367,The Dreaming Tree,5.0,"Italian, Mexican",['HSR'],['South Bengaluru'],900,25
1368,Sea Meen Restaurant,4.2,Multicuisine,['Koramangala'],['South Bengaluru'],2000,10
1369,Sea Meen Restaurant,4.2,Multicuisine,['Koramangala'],['South Bengaluru'],2000,10
1370,DE Fish Restaurant,4.0,"Indian Coastal Cuisine, Seafood",['Kalyan Nagar'],['North Bengaluru'],600,25
1371,DE Fish Restaurant,4.0,"Indian Coastal Cuisine, Seafood",['Kalyan Nagar'],['North Bengaluru'],600,25
1372,Barkaas Arabic Restaurant,4.1,"Arabian, Middle Eastern",['Marathahalli'],['East Bengaluru'],2000,10
1373,Barkaas Arabic Restaurant,4.1,"Arabian, Middle Eastern",['Marathahalli'],['East Bengaluru'],2000,10
1374,Idylll,4.8,Indian,['12th main'],['East Bengaluru'],2500,25
1375,Idylll,4.8,Indian,['12th main'],['East Bengaluru'],2500,25
1376,Chaiffee Cafe,4.0,"Fast Food, European",['Jeevan Bhima Nagar'],['East Bengaluru'],2000,25
1377,Chaiffee Cafe,4.0,"Fast Food, European",['Jeevan Bhima Nagar'],['East Bengaluru'],2000,25
1378,Grasa,4.7,"Cocktail Menu, Multicuisine",['Yelahanka'],['North Bengaluru'],2500,10
1379,Grasa,4.7,"Cocktail Menu, Multicuisine",['Yelahanka'],['North Bengaluru'],2500,10
1380,Marbella Multi Cuisine Rooftop,4.0,Multicuisine,['JP Nagar'],['South Bengaluru'],2000,10
1381,Marbella Multi Cuisine Rooftop,4.0,Multicuisine,['JP Nagar'],['South Bengaluru'],2000,10
1382,Mon Cheri-Resto Cafe,5.0,"European, Italian",['Indiranagar'],['East Bengaluru'],2000,10
1383,Mon Cheri-Resto Cafe,5.0,"European, Italian",['Indiranagar'],['East Bengaluru'],2000,10
1384,Jewel Sizzle,4.3,Multicuisine,['JP Nagar'],['South Bengaluru'],2000,10
1385,Jewel Sizzle,4.3,Multicuisine,['JP Nagar'],['South Bengaluru'],2000,10
1386,Malgudi Mylari Mane,4.7,Indian,['Koramangala'],['South Bengaluru'],2000,25
1387,Malgudi Mylari Mane,4.7,Indian,['Koramangala'],['South Bengaluru'],2000,25
1388,"Byg Brewski Brewing Company, Hennur",4.4,Multicuisine,['Hennur'],['North Bengaluru'],2000,25
1389,"Byg Brewski Brewing Company, Hennur",4.4,Multicuisine,['Hennur'],['North Bengaluru'],2000,25
1390,Nysa Sky Bar,4.4,Multicuisine,['Yelahanka'],['North Bengaluru'],2000,10
1391,Nysa Sky Bar,4.4,Multicuisine,['Yelahanka'],['North Bengaluru'],2000,10
1392,D Square Restobar,4.0,"Andhra, Cocktail Menu",['YN Hotels'],[],2000,10
1393,D Square Restobar,4.0,"Andhra, Cocktail Menu",['YN Hotels'],[],2000,10
1394,Zen,4.4,"Asian, Pan Asian",['The Leela Palace'],[],7080,10
1395,Zen,4.4,"Asian, Pan Asian",['The Leela Palace'],[],7080,10
1396,The Persian Terrace,4.7,Persian,[],[],2500,15
1397,The Persian Terrace,4.7,Persian,[],[],2500,15
1398,Salna,5.0,South Indian,['Kalyan Nagar'],['North Bengaluru'],700,25
1399,Salna,5.0,South Indian,['Kalyan Nagar'],['North Bengaluru'],700,25
1400,Yummy Bee,4.0,Cafe,['JP Nagar'],['South Bengaluru'],1000,10
1401,Yummy Bee,4.0,Cafe,['JP Nagar'],['South Bengaluru'],1000,10
1402,Pakwan,4.5,"Italian, North Indian",['Indiranagar'],['East Bengaluru'],2000,25
1403,Pakwan,4.5,"Italian, North Indian",['Indiranagar'],['East Bengaluru'],2000,25
1404,Beijing Bites,4.0,"Pan Asian, Thai, Chinese","['Hosa Road, Bengaluru']",['South Bengaluru'],450,15
1405,Beijing Bites,4.0,"Pan Asian, Thai, Chinese","['Hosa Road, Bengaluru']",['South Bengaluru'],450,15
1406,Gufha,4.2,Afghani,['The President Hotel'],[],2000,10
1407,Gufha,4.2,Afghani,['The President Hotel'],[],2000,10
1408,HighDrate Resto Pub,4.2,Multicuisine,['Rajarajeshwari Nagar'],['South Bengaluru'],2000,25
1409,HighDrate Resto Pub,4.2,Multicuisine,['Rajarajeshwari Nagar'],['South Bengaluru'],2000,25
1410,Happy Brew - Bar & Kitchen,3.4,"Finger Food, Multicuisine",['Koramangala'],['South Bengaluru'],2500,25
1411,Happy Brew - Bar & Kitchen,3.4,"Finger Food, Multicuisine",['Koramangala'],['South Bengaluru'],2500,25
1412,Mirror,1.7,"Finger Food, Cocktail Menu",['Koramangala'],['South Bengaluru'],2000,20
1413,Mirror,1.7,"Finger Food, Cocktail Menu",['Koramangala'],['South Bengaluru'],2000,20
1414,Foo Orion,4.0,"Sushi, Asian, Chinese",['Orion Mall'],[],2000,25
1415,Foo Orion,4.0,"Sushi, Asian, Chinese",['Orion Mall'],[],2000,25
1416,New Godavari Bar & Kitchen,4.7,Multicuisine,[],[],2000,10
1417,New Godavari Bar & Kitchen,4.7,Multicuisine,[],[],2000,10
1418,Hyderabad Firewood Biryani,4.0,Multicuisine,['Panathur'],[],700,25
1419,Hyderabad Firewood Biryani,4.0,Multicuisine,['Panathur'],[],700,25
1420,Timbar,4.3,Multicuisine,['JP Nagar'],['South Bengaluru'],1500,25
1421,Timbar,4.3,Multicuisine,['JP Nagar'],['South Bengaluru'],1500,25
1422,Indus Flavour,5.0,Multicuisine,['Hesaragahatta'],['North Bengaluru'],2000,10
1423,Indus Flavour,5.0,Multicuisine,['Hesaragahatta'],['North Bengaluru'],2000,10
1424,Tommy's,5.0,Indian,['Old Airport Road'],['East Bengaluru'],1000,25
1425,Tommy's,5.0,Indian,['Old Airport Road'],['East Bengaluru'],1000,25
1426,WXYZ Bar,3.6,Multicuisine,['Aloft Bengaluru Outer Ring Road'],['South Bengaluru'],2000,10
1427,WXYZ Bar,3.6,Multicuisine,['Aloft Bengaluru Outer Ring Road'],['South Bengaluru'],2000,10
1428,Theo Cafe,3.7,"Pan Asian, Continental",['Kothanur'],[],1500,25
1429,Theo Cafe,3.7,"Pan Asian, Continental",['Kothanur'],[],1500,25
1430,Svarasa Indian Kitchen,4.0,Modern Indian,['Koramangala 5th Block'],['South Bengaluru'],1500,10
1431,Svarasa Indian Kitchen,4.0,Modern Indian,['Koramangala 5th Block'],['South Bengaluru'],1500,10
1432,Tuk Tuk Thai - Pure Veg Asian Fine Dine,4.0,"Thai, Asian",['Hennur'],['North Bengaluru'],1200,10
1433,Tuk Tuk Thai - Pure Veg Asian Fine Dine,4.0,"Thai, Asian",['Hennur'],['North Bengaluru'],1200,10
1434,Central Flavors,4.0,"Chinese, North Indian",['Hennur'],['North Bengaluru'],2000,20
1435,Central Flavors,4.0,"Chinese, North Indian",['Hennur'],['North Bengaluru'],2000,20
1436,Whitefield Baking Company,4.6,Multicuisine,[],[],2000,25
1437,Whitefield Baking Company,4.6,Multicuisine,[],[],2000,25
1438,Bologna,4.7,Italian,['Whitefield'],['East Bengaluru'],1800,10
1439,Bologna,4.7,Italian,['Whitefield'],['East Bengaluru'],1800,10
1440,Xin Den,5.0,Pan Asian,['HSR'],['South Bengaluru'],2000,10
1441,Xin Den,5.0,Pan Asian,['HSR'],['South Bengaluru'],2000,10
1442,Black Velvet,3.2,Multicuisine,[],[],2000,15
1443,Black Velvet,3.2,Multicuisine,[],[],2000,15
1444,Cafe Happy Place,5.0,"American, European",['R.M.V. 2nd Stage'],['Central Bengaluru'],1000,10
1445,Cafe Happy Place,5.0,"American, European",['R.M.V. 2nd Stage'],['Central Bengaluru'],1000,10
1446,Guru Greens,4.0,Multicuisine,['Bannerghatta Road'],['South Bengaluru'],800,25
1447,Guru Greens,4.0,Multicuisine,['Bannerghatta Road'],['South Bengaluru'],800,25
1448,Hops Haus - Taproom,4.6,Multicuisine,['Bellary Road'],['North Bengaluru'],2000,10
1449,Hops Haus - Taproom,4.6,Multicuisine,['Bellary Road'],['North Bengaluru'],2000,10
1450,The Peck,5.0,European,['Koramangala 8th Block'],['South Bengaluru'],800,25
1451,The Peck,5.0,European,['Koramangala 8th Block'],['South Bengaluru'],800,25
1452,"Rusted Spoon Cafe - Roastery, Brew Room",4.5,Cafe,['Uttarahalli'],['South Bengaluru'],400,10
1453,"Rusted Spoon Cafe - Roastery, Brew Room",4.5,Cafe,['Uttarahalli'],['South Bengaluru'],400,10
1454,Mahesh Lunch Home,4.5,"Seafood, Multicuisine",['100 Feet Road'],['East Bengaluru'],2000,25
1455,Mahesh Lunch Home,4.5,"Seafood, Multicuisine",['100 Feet Road'],['East Bengaluru'],2000,25
1456,Urban Turban,4.0,North Indian,['Sarjapur Road'],['South Bengaluru'],2000,25
1457,Urban Turban,4.0,North Indian,['Sarjapur Road'],['South Bengaluru'],2000,25
1458,Falak,4.6,North Indian,"['The Leela Bhartiya City, Hotel Convention & Residences']",['Hotel Convention'],2500,10
1459,Falak,4.6,North Indian,"['The Leela Bhartiya City, Hotel Convention & Residences']",['Hotel Convention'],2500,10
1460,Roxie,4.4,Multicuisine,['Sarjapur Road'],['South Bengaluru'],1800,25
1461,Roxie,4.4,Multicuisine,['Sarjapur Road'],['South Bengaluru'],1800,25
1462,Salone Ceylon By Harpo,4.7,Multicuisine,['International Airport'],['North Bengaluru'],2000,10
1463,Salone Ceylon By Harpo,4.7,Multicuisine,['International Airport'],['North Bengaluru'],2000,10
1464,Secret Scoopss,4.4,Ice Cream,['New BEL Road'],['North Bengaluru'],2000,25
1465,Secret Scoopss,4.4,Ice Cream,['New BEL Road'],['North Bengaluru'],2000,25
1466,Masala Mandi,4.2,Barbeque,['Sarjapur Road'],['South Bengaluru'],2000,25
1467,Masala Mandi,4.2,Barbeque,['Sarjapur Road'],['South Bengaluru'],2000,25
1468,Mint Masala,3.8,Multicuisine,['Sadashiv Nagar'],['North Bengaluru'],2000,25
1469,Mint Masala,3.8,Multicuisine,['Sadashiv Nagar'],['North Bengaluru'],2000,25
1470,Hashtag 88 Resto Bar,4.1,Multicuisine,['Marathahalli'],['East Bengaluru'],2000,15
1471,Hashtag 88 Resto Bar,4.1,Multicuisine,['Marathahalli'],['East Bengaluru'],2000,15
1472,Thamara Bar And Fine Dine,4.0,Multicuisine,['Hotel Classic Comfort'],[],1200,10
1473,Thamara Bar And Fine Dine,4.0,Multicuisine,['Hotel Classic Comfort'],[],1200,10
1474,Ranch,5.0,Multicuisine,['Kasaba Hobli'],[],2000,15
1475,Ranch,5.0,Multicuisine,['Kasaba Hobli'],[],2000,15
1476,Bhangra Bistro,4.8,Multicuisine,['100 Feet Road'],['East Bengaluru'],2000,10
1477,Bhangra Bistro,4.8,Multicuisine,['100 Feet Road'],['East Bengaluru'],2000,10
1478,The Hebbal Cafe,4.7,Multicuisine,[],[],2500,10
1479,The Hebbal Cafe,4.7,Multicuisine,[],[],2500,10
1480,Fiesta By Barbeque Nation,4.1,Multicuisine,['Vega City Mall'],['Bannerghatta Road'],1700,25
1481,Fiesta By Barbeque Nation,4.1,Multicuisine,['Vega City Mall'],['Bannerghatta Road'],1700,25
1482,Daily Sushi,4.6,"Japanese, Korean",['Jayanagar'],['South Bengaluru'],2000,10
1483,Daily Sushi,4.6,"Japanese, Korean",['Jayanagar'],['South Bengaluru'],2000,10
1484,Lush,4.4,Multicuisine,[],[],2000,10
1485,Lush,4.4,Multicuisine,[],[],2000,10
1486,Bricks Bar & Kitchen,4.0,Multicuisine,['JP Nagar'],['South Bengaluru'],2000,25
1487,Bricks Bar & Kitchen,4.0,Multicuisine,['JP Nagar'],['South Bengaluru'],2000,25
1488,Kebapci,4.8,Turkish,['Forum Mall'],['Kanakapura Road'],2000,25
1489,Kebapci,4.8,Turkish,['Forum Mall'],['Kanakapura Road'],2000,25
1490,Pizza Stop,4.0,Pizza,['Vasanth Nagar'],['Central Bengaluru'],700,25
1491,Pizza Stop,4.0,Pizza,['Vasanth Nagar'],['Central Bengaluru'],700,25
1492,The Brussels Waffle,4.0,Desserts,['Koramangala'],['South Bengaluru'],400,25
1493,The Brussels Waffle,4.0,Desserts,['Koramangala'],['South Bengaluru'],400,25
1494,Express Cafe & Bar,5.0,Multicuisine,[],[],2000,25
1495,Express Cafe & Bar,5.0,Multicuisine,[],[],2000,25
1496,The Pipe Rack,3.0,Multicuisine,['Kalyan Nagar'],['North Bengaluru'],2000,20
1497,The Pipe Rack,3.0,Multicuisine,['Kalyan Nagar'],['North Bengaluru'],2000,20
1498,Finca,5.0,"Cocktail Menu, Multicuisine",['Thanisandra'],[],2000,25
1499,Finca,5.0,"Cocktail Menu, Multicuisine",['Thanisandra'],[],2000,25
1500,Tanour Multi Cuisine,5.0,"Chinese, Arabian",['BTM'],['South Bengaluru'],600,10
1501,Tanour Multi Cuisine,5.0,"Chinese, Arabian",['BTM'],['South Bengaluru'],600,10
1502,Sugar Factory Reloaded,3.1,"Finger Food, Cocktail Menu",['Koramangala'],['South Bengaluru'],2000,20
1503,Sugar Factory Reloaded,3.1,"Finger Food, Cocktail Menu",['Koramangala'],['South Bengaluru'],2000,20
1504,The Lazy Turtle,3.8,Multicuisine,['Koramangala'],['South Bengaluru'],2000,25
1505,The Lazy Turtle,3.8,Multicuisine,['Koramangala'],['South Bengaluru'],2000,25
1506,Quatre Adda,4.5,Multicuisine,['Yelahanka'],['North Bengaluru'],2500,15
1507,Quatre Adda,4.5,Multicuisine,['Yelahanka'],['North Bengaluru'],2500,15
1508,Hamilton,5.0,Finger Food,['Hoodi'],[],1500,25
1509,Hamilton,5.0,Finger Food,['Hoodi'],[],1500,25
1510,Blue Terrain,4.1,"Italian, Mediterranean",[],[],2500,20
1511,Blue Terrain,4.1,"Italian, Mediterranean",[],[],2500,20
1512,Rajdhani Thali Restaurant,4.6,Rajasthani,['Indiranagar'],['East Bengaluru'],2000,25
1513,Rajdhani Thali Restaurant,4.6,Rajasthani,['Indiranagar'],['East Bengaluru'],2000,25
1514,Secret Spot Cafe,4.5,Multicuisine,['Jayanagar'],['South Bengaluru'],800,10
1515,Secret Spot Cafe,4.5,Multicuisine,['Jayanagar'],['South Bengaluru'],800,10
1516,Coastal Waves,3.7,Multicuisine,"['Chikkalakshmaiah Layout, Bengaluru']",[],2000,10
1517,Coastal Waves,3.7,Multicuisine,"['Chikkalakshmaiah Layout, Bengaluru']",[],2000,10
1518,1131 Bar & Kitchen,4.8,Multicuisine,['100 Feet Road'],['East Bengaluru'],2500,25
1519,1131 Bar & Kitchen,4.8,Multicuisine,['100 Feet Road'],['East Bengaluru'],2500,25
1520,Parka Resto Bar,4.1,Multicuisine,['Kalyan Nagar'],['North Bengaluru'],2000,10
1521,Parka Resto Bar,4.1,Multicuisine,['Kalyan Nagar'],['North Bengaluru'],2000,10
1522,Trishna,4.2,Multicuisine,['Banaswadi'],['North Bengaluru'],2000,25
1523,Trishna,4.2,Multicuisine,['Banaswadi'],['North Bengaluru'],2000,25
1524,Celeb's RestoBar,4.7,Multicuisine,['Whitefield'],['East Bengaluru'],2000,10
1525,Celeb's RestoBar,4.7,Multicuisine,['Whitefield'],['East Bengaluru'],2000,10
1526,Brunch Project,4.3,Cafe,['Koramangala 4th Block'],['South Bengaluru'],2000,10
1527,Brunch Project,4.3,Cafe,['Koramangala 4th Block'],['South Bengaluru'],2000,10
1528,Coffee Brewery,4.0,Multicuisine,['Sarjapur Road'],['South Bengaluru'],600,10
1529,Coffee Brewery,4.0,Multicuisine,['Sarjapur Road'],['South Bengaluru'],600,10
1530,Forskor Restaurant,4.5,Multicuisine,['Sarjapur Road'],['South Bengaluru'],2000,10
1531,Forskor Restaurant,4.5,Multicuisine,['Sarjapur Road'],['South Bengaluru'],2000,10
1532,Mocaa House,5.0,Multicuisine,['Vijaya Bank Layout'],[],800,25
1533,Mocaa House,5.0,Multicuisine,['Vijaya Bank Layout'],[],800,25
1534,BudBee Zodiac Bar & Kitchen,5.0,Multicuisine,['Marathahalli'],['East Bengaluru'],1200,10
1535,BudBee Zodiac Bar & Kitchen,5.0,Multicuisine,['Marathahalli'],['East Bengaluru'],1200,10
1536,Candles Brewhouse,3.9,Multicuisine,['Hebbal'],['North Bengaluru'],2500,10
1537,Candles Brewhouse,3.9,Multicuisine,['Hebbal'],['North Bengaluru'],2500,10
1538,Le Cirque Signature,4.1,Italian,['The Leela Palace'],[],9440,10
1539,Le Cirque Signature,4.1,Italian,['The Leela Palace'],[],9440,10
1540,Anantha - Pure Veg,3.7,South Indian,['Bellary Road'],['North Bengaluru'],2000,10
1541,Anantha - Pure Veg,3.7,South Indian,['Bellary Road'],['North Bengaluru'],2000,10
1542,Gardenwoods - Rooftop Kitchen,5.0,Multicuisine,['Electronic City Phase 1'],['South Bengaluru'],1800,25
1543,Gardenwoods - Rooftop Kitchen,5.0,Multicuisine,['Electronic City Phase 1'],['South Bengaluru'],1800,25
1544,Amaiya- The Bakehouse,2.5,Cafe,['HSR'],['South Bengaluru'],2000,20
1545,Amaiya- The Bakehouse,2.5,Cafe,['HSR'],['South Bengaluru'],2000,20
1546,Ambedo Restaurant & Cocktail Bar,4.0,Multicuisine,['JP Nagar'],['South Bengaluru'],1500,10
1547,Ambedo Restaurant & Cocktail Bar,4.0,Multicuisine,['JP Nagar'],['South Bengaluru'],1500,10
1548,Dialogues Cafe,4.0,Cafe,['Koramangala 4th Block'],['South Bengaluru'],2000,10
1549,Dialogues Cafe,4.0,Cafe,['Koramangala 4th Block'],['South Bengaluru'],2000,10
1550,Publik Bar and Kitchen,4.0,Multicuisine,['Bellandur'],['South Bengaluru'],2000,15
1551,Publik Bar and Kitchen,4.0,Multicuisine,['Bellandur'],['South Bengaluru'],2000,15
1552,Kudi Karam,4.0,Multicuisine,['Koramangala 5th Block'],['South Bengaluru'],1000,10
1553,Kudi Karam,4.0,Multicuisine,['Koramangala 5th Block'],['South Bengaluru'],1000,10
1554,Delicious China,4.2,Chinese,['Battrahalli'],[],2000,10
1555,Delicious China,4.2,Chinese,['Battrahalli'],[],2000,10
1556,Bangalore Adda,3.1,Multicuisine,['New BEL Road'],['North Bengaluru'],2000,20
1557,Bangalore Adda,3.1,Multicuisine,['New BEL Road'],['North Bengaluru'],2000,20
1558,Arna Multicuisine,4.0,Multicuisine,"['4th Block, Jayanagar']",['South Bengaluru'],1000,10
1559,Arna Multicuisine,4.0,Multicuisine,"['4th Block, Jayanagar']",['South Bengaluru'],1000,10
1560,Seta,4.7,"Mediterranean, Asian",[],[],4500,15
1561,Seta,4.7,"Mediterranean, Asian",[],[],4500,15
1562,Hi Tea De Atruim,4.0,Multicuisine,['Gandhi Nagar'],['Central Bengaluru'],2000,20
1563,Hi Tea De Atruim,4.0,Multicuisine,['Gandhi Nagar'],['Central Bengaluru'],2000,20
1564,Aum's Kitchen,3.7,Multicuisine,['Sarjapur Road'],['South Bengaluru'],2000,10
1565,Aum's Kitchen,3.7,Multicuisine,['Sarjapur Road'],['South Bengaluru'],2000,10
1566,Saarai Bar & Kitchen,4.3,"Finger Food, Multicuisine",['Jayanagar'],['South Bengaluru'],2000,25
1567,Saarai Bar & Kitchen,4.3,"Finger Food, Multicuisine",['Jayanagar'],['South Bengaluru'],2000,25
1568,MisoSexy,4.3,"Pan Asian, Asian",['12th main'],['East Bengaluru'],2000,25
1569,MisoSexy,4.3,"Pan Asian, Asian",['12th main'],['East Bengaluru'],2000,25
1570,Verve Coffee Lounge,1.0,"Coffee, Cafe",[],[],2000,25
1571,Verve Coffee Lounge,1.0,"Coffee, Cafe",[],[],2000,25
1572,Flyover Drinkery,4.4,Multicuisine,['Esteem Mall'],[],2000,25
1573,Flyover Drinkery,4.4,Multicuisine,['Esteem Mall'],[],2000,25
1574,Wild Pour,4.3,Multicuisine,['Hennur'],['North Bengaluru'],2000,10
1575,Wild Pour,4.3,Multicuisine,['Hennur'],['North Bengaluru'],2000,10
1576,Srinidhi Signature,4.4,Multicuisine,['Whitefield'],['East Bengaluru'],2000,15
1577,Srinidhi Signature,4.4,Multicuisine,['Whitefield'],['East Bengaluru'],2000,15
1578,Alto Vino,4.2,Italian,[],[],3000,25
1579,Alto Vino,4.2,Italian,[],[],3000,25
1580,Mamaroma,4.0,Multicuisine,['Hennur'],['North Bengaluru'],2000,10
1581,Mamaroma,4.0,Multicuisine,['Hennur'],['North Bengaluru'],2000,10
1582,2 RABBITS BAKES,4.0,"Bakery, Cafe",['Koramangala'],['South Bengaluru'],2000,10
1583,2 RABBITS BAKES,4.0,"Bakery, Cafe",['Koramangala'],['South Bengaluru'],2000,10
