,name,rating,cuisine,location,region,cost_per_person,discount
1004,Kalyani food,4.0,Fast Food,['Ashok Nagar'],[],2000,25
1005,Kalyani food,4.0,Fast Food,['Ashok Nagar'],[],2000,25
1006,Just Yummy,4.0,Fast Food,['Magrath Road'],[],2000,25
1007,Just Yummy,4.0,Fast Food,['Magrath Road'],[],2000,25
1008,Sukino Cafe & Kitchen,5.0,Multicuisine,['Banashankari'],['South Bengaluru'],800,25
1009,Sukino Cafe & Kitchen,5.0,Multicuisine,['Banashankari'],['South Bengaluru'],800,25
1010,The Hub,4.0,Cocktail Menu,['Ibis Hotel'],['Richmond Road'],2000,25
1011,The Hub,4.0,Cocktail Menu,['Ibis Hotel'],['Richmond Road'],2000,25
1012,"KYBA - Sushi, Dim Sums & More",4.3,Pan Asian,['Visthara Hotel'],[],2000,15
1013,"KYBA - Sushi, Dim Sums & More",4.3,Pan Asian,['Visthara Hotel'],[],2000,15
1014,Dave and Buster's,4.2,Multicuisine,['Koramangala'],['South Bengaluru'],1200,10
1015,Dave and Buster's,4.2,Multicuisine,['Koramangala'],['South Bengaluru'],1200,10
1016,Habba Kadal - Kashmiri Fine Dining Restaurant,4.2,Kashmiri,['Whitefield'],['East Bengaluru'],2000,10
1017,Habba Kadal - Kashmiri Fine Dining Restaurant,4.2,Kashmiri,['Whitefield'],['East Bengaluru'],2000,10
1018,Neo-Kitchen,4.3,Multicuisine,[],[],3500,10
1019,Neo-Kitchen,4.3,Multicuisine,[],[],3500,10
1020,Marroni Bistro,5.0,"Continental, Mexican",['Kanakapura Road'],['South Bengaluru'],800,25
1021,Marroni Bistro,5.0,"Continental, Mexican",['Kanakapura Road'],['South Bengaluru'],800,25
1022,The Verandah,4.0,Multicuisine,[],[],2500,15
1023,The Verandah,4.0,Multicuisine,[],[],2500,15
1024,M Cafe,4.3,Multicuisine,[],[],2500,10
1025,M Cafe,4.3,Multicuisine,[],[],2500,10
1026,Shao,4.5,"Chinese, Sushi, Dim Sum",[],[],2500,10
1027,Shao,4.5,"Chinese, Sushi, Dim Sum",[],[],2500,10
1028,Barley Broo,4.4,Multicuisine,['Rajajinagar'],['West Bengaluru'],2000,20
1029,Barley Broo,4.4,Multicuisine,['Rajajinagar'],['West Bengaluru'],2000,20
1030,What's In A Name,4.0,Multicuisine,['Koramangala'],['South Bengaluru'],2000,10
1031,What's In A Name,4.0,Multicuisine,['Koramangala'],['South Bengaluru'],2000,10
1032,Justbe by Nidhi Nahata,4.8,"Vegan, Multicuisine",['Sadashiv Nagar'],['North Bengaluru'],2000,10
1033,Justbe by Nidhi Nahata,4.8,"Vegan, Multicuisine",['Sadashiv Nagar'],['North Bengaluru'],2000,10
1034,Hyderabadi Bawarchi,1.8,Biryani,['Yelahanka'],['North Bengaluru'],2000,15
1035,Hyderabadi Bawarchi,1.8,Biryani,['Yelahanka'],['North Bengaluru'],2000,15
1036,Harley's Fine Baking,5.0,"Bakery, Cafe",['Kalyan Nagar'],['North Bengaluru'],600,10
1037,Harley's Fine Baking,5.0,"Bakery, Cafe",['Kalyan Nagar'],['North Bengaluru'],600,10
1038,Hangover Brewery,4.0,"Multicuisine, Cocktail Menu",['Koramangala'],['South Bengaluru'],2000,15
1039,Hangover Brewery,4.0,"Multicuisine, Cocktail Menu",['Koramangala'],['South Bengaluru'],2000,15
1040,Big Bean Cafe,5.0,"Cafe, Coffee",['HSR'],['South Bengaluru'],650,10
1041,Big Bean Cafe,5.0,"Cafe, Coffee",['HSR'],['South Bengaluru'],650,10
1042,Aviator,3.0,Multicuisine,['Goldfinch Retreat'],['International Airport'],2000,25
1043,Aviator,3.0,Multicuisine,['Goldfinch Retreat'],['International Airport'],2000,25
1044,ILA BENGALURU - Bar & Kitchen,4.5,South Indian,['Kalyan Nagar'],['North Bengaluru'],2500,25
1045,ILA BENGALURU - Bar & Kitchen,4.5,South Indian,['Kalyan Nagar'],['North Bengaluru'],2500,25
1046,The Lotus Oriental,4.3,"Chinese, Pan Asian","['The Leela Bhartiya City, Hotel Convention & Residences']",['Hotel Convention'],2500,15
1047,The Lotus Oriental,4.3,"Chinese, Pan Asian","['The Leela Bhartiya City, Hotel Convention & Residences']",['Hotel Convention'],2500,15
1048,Vinnys,4.0,Italian,['Banashankari'],['South Bengaluru'],400,10
1049,Vinnys,4.0,Italian,['Banashankari'],['South Bengaluru'],400,10
1050,Saporeii - (Formerly 1BHK),4.4,Multicuisine,['Koramangala'],['South Bengaluru'],2000,25
1051,Saporeii - (Formerly 1BHK),4.4,Multicuisine,['Koramangala'],['South Bengaluru'],2000,25
1052,Rosé Restaurant & Patisserie,4.0,"Desserts, European",['Sanjay Nagar'],['North Bengaluru'],2000,10
1053,Rosé Restaurant & Patisserie,4.0,"Desserts, European",['Sanjay Nagar'],['North Bengaluru'],2000,10
1054,TherPUP - A Dog Cafe,4.1,"Continental, Cafe",['Whitefield'],['East Bengaluru'],2000,15
1055,TherPUP - A Dog Cafe,4.1,"Continental, Cafe",['Whitefield'],['East Bengaluru'],2000,15
1056,Kritunga Restaurant,3.8,Multicuisine,['Whitefield'],['East Bengaluru'],2000,10
1057,Kritunga Restaurant,3.8,Multicuisine,['Whitefield'],['East Bengaluru'],2000,10
1058,Citrus,4.5,Multicuisine,['The Leela Palace'],[],5900,10
1059,Citrus,4.5,Multicuisine,['The Leela Palace'],[],5900,10
1060,Sarki Lounge,4.5,Multicuisine,['Hulimavu'],[],2000,10
1061,Sarki Lounge,4.5,Multicuisine,['Hulimavu'],[],2000,10
1062,Sitara Dakshin,4.5,Multicuisine,['Indiranagar'],['East Bengaluru'],2000,25
1063,Sitara Dakshin,4.5,Multicuisine,['Indiranagar'],['East Bengaluru'],2000,25
1064,Breads And Banter,4.6,Continental,['Brookefield'],['East Bengaluru'],2000,10
1065,Breads And Banter,4.6,Continental,['Brookefield'],['East Bengaluru'],2000,10
1066,Hoot craft work 2.0,2.0,Multicuisine,['Sarjapur Road'],['South Bengaluru'],2000,25
1067,Hoot craft work 2.0,2.0,Multicuisine,['Sarjapur Road'],['South Bengaluru'],2000,25
1068,La Gioia,4.4,Italian,['12th main'],['East Bengaluru'],2000,25
1069,La Gioia,4.4,Italian,['12th main'],['East Bengaluru'],2000,25
1070,Lotus,4.3,Indian,['Visthara Hotel'],[],2000,15
1071,Lotus,4.3,Indian,['Visthara Hotel'],[],2000,15
1072,Poco A Poco - Global Food & Music,4.6,Multicuisine,['Whitefield'],['East Bengaluru'],2000,10
1073,Poco A Poco - Global Food & Music,4.6,Multicuisine,['Whitefield'],['East Bengaluru'],2000,10
1074,ICB Indian Craft Brewery,4.7,Multicuisine,['Manyata Tech Park'],[],1800,25
1075,ICB Indian Craft Brewery,4.7,Multicuisine,['Manyata Tech Park'],[],1800,25
1076,Tap House 2.0,2.0,Multicuisine,['Electronic City'],['South Bengaluru'],1000,10
1077,Tap House 2.0,2.0,Multicuisine,['Electronic City'],['South Bengaluru'],1000,10
1078,Zazzy Bar & Kitchen,4.9,Multicuisine,['Jalahalli'],['North Bengaluru'],2000,10
1079,Zazzy Bar & Kitchen,4.9,Multicuisine,['Jalahalli'],['North Bengaluru'],2000,10
1080,Big Bean Cafe,5.0,Continental,['Indiranagar'],['East Bengaluru'],650,10
1081,Big Bean Cafe,5.0,Continental,['Indiranagar'],['East Bengaluru'],650,10
1082,Zafrani House,5.0,"Indian, Arabian, Chinese",['Kanakapura Road'],['South Bengaluru'],500,10
1083,Zafrani House,5.0,"Indian, Arabian, Chinese",['Kanakapura Road'],['South Bengaluru'],500,10
1084,PizzaExpress,4.6,"Pizza, Italian","['Phoenix Mall Of Asia, Yelahanka']",[],2000,25
1085,PizzaExpress,4.6,"Pizza, Italian","['Phoenix Mall Of Asia, Yelahanka']",[],2000,25
1086,Fab Cafe,5.0,"Indian, Continental",['Rajarajeshwari Nagar'],['South Bengaluru'],600,10
1087,Fab Cafe,5.0,"Indian, Continental",['Rajarajeshwari Nagar'],['South Bengaluru'],600,10
1088,Murphy's Brewhouse,4.4,"Multicuisine, Cocktail Menu",['The Paul'],[],2000,10
1089,Murphy's Brewhouse,4.4,"Multicuisine, Cocktail Menu",['The Paul'],[],2000,10
1090,Quattro,4.5,"Italian, Multicuisine","['The Leela Bhartiya City, Hotel Convention & Residences']",['Hotel Convention'],2500,15
1091,Quattro,4.5,"Italian, Multicuisine","['The Leela Bhartiya City, Hotel Convention & Residences']",['Hotel Convention'],2500,15
1092,1947 Restaurant - Rajajinagar,4.5,"Indian, Chinese",['Rajajinagar'],['West Bengaluru'],2000,10
1093,1947 Restaurant - Rajajinagar,4.5,"Indian, Chinese",['Rajajinagar'],['West Bengaluru'],2000,10
1094,Xochi,4.4,"Cocktail Menu, Multicuisine",['Bellandur'],['South Bengaluru'],2000,25
1095,Xochi,4.4,"Cocktail Menu, Multicuisine",['Bellandur'],['South Bengaluru'],2000,25
1096,Jolly Johnny's Bar,5.0,Italian,['Koramangala'],['South Bengaluru'],2500,10
1097,Jolly Johnny's Bar,5.0,Italian,['Koramangala'],['South Bengaluru'],2500,10
1098,Chowki Multicuisine Restaurant,4.4,Multicuisine,['Whitefield'],['East Bengaluru'],2000,15
1099,Chowki Multicuisine Restaurant,4.4,Multicuisine,['Whitefield'],['East Bengaluru'],2000,15
1100,Waves Bar & Kitchen,4.4,Multicuisine,['Sarjapur Road'],['South Bengaluru'],2000,10
1101,Waves Bar & Kitchen,4.4,Multicuisine,['Sarjapur Road'],['South Bengaluru'],2000,10
1102,Lucky Chan,4.5,"Pan Asian, Asian","['RMZ Ecoworld, Bellandur']",['South Bengaluru'],2500,25
1103,Lucky Chan,4.5,"Pan Asian, Asian","['RMZ Ecoworld, Bellandur']",['South Bengaluru'],2500,25
1104,Taiki,4.2,oriental,['100 Feet Road'],['East Bengaluru'],2000,25
1105,Taiki,4.2,oriental,['100 Feet Road'],['East Bengaluru'],2000,25
1106,Coast @ JP Nagar,4.5,"Seafood, Indian Coastal Cuisine",['JP Nagar'],['South Bengaluru'],2000,10
1107,Coast @ JP Nagar,4.5,"Seafood, Indian Coastal Cuisine",['JP Nagar'],['South Bengaluru'],2000,10
1108,The English Channel,4.7,Multicuisine,['Jayanagar'],['South Bengaluru'],1200,25
1109,The English Channel,4.7,Multicuisine,['Jayanagar'],['South Bengaluru'],1200,25
1110,CUR8,4.6,"Indian, Italian",[],[],3200,15
1111,CUR8,4.6,"Indian, Italian",[],[],3200,15
1112,Tall Oaks,4.5,Multicuisine,['Seegehalli'],['East Bengaluru'],2500,25
1113,Tall Oaks,4.5,Multicuisine,['Seegehalli'],['East Bengaluru'],2500,25
1114,Le-Celebration,4.3,Multicuisine,['Akshayanagar'],['South Bengaluru'],2000,10
1115,Le-Celebration,4.3,Multicuisine,['Akshayanagar'],['South Bengaluru'],2000,10
1116,Radio Bar,4.4,Multicuisine,['Bellandur'],['South Bengaluru'],2500,25
1117,Radio Bar,4.4,Multicuisine,['Bellandur'],['South Bengaluru'],2500,25
1118,The Italian Bar at La Gioia,5.0,Italian,['12th main'],['East Bengaluru'],2000,15
1119,The Italian Bar at La Gioia,5.0,Italian,['12th main'],['East Bengaluru'],2000,15
1120,Armadq Gastro Pub,3.5,Multicuisine,['Mahadevapura'],[],1800,10
1121,Armadq Gastro Pub,3.5,Multicuisine,['Mahadevapura'],[],1800,10
1122,Peepai Kitchen & Brewery,4.4,Multicuisine,['Hebbal'],['North Bengaluru'],2500,25
1123,Peepai Kitchen & Brewery,4.4,Multicuisine,['Hebbal'],['North Bengaluru'],2500,25
1124,Geometry Gastropub,3.9,Multicuisine,['New BEL Road'],['North Bengaluru'],2000,15
1125,Geometry Gastropub,3.9,Multicuisine,['New BEL Road'],['North Bengaluru'],2000,15
1126,Hunaaan,5.0,Pan Asian,['Indiranagar'],['East Bengaluru'],1500,25
1127,Hunaaan,5.0,Pan Asian,['Indiranagar'],['East Bengaluru'],1500,25
1128,Neer,5.0,South Indian,[],[],4000,10
1129,Neer,5.0,South Indian,[],[],4000,10
1130,G77,4.0,"Cafe, Fast Food",['Goldfinch Hotel'],[],2000,40
1131,G77,4.0,"Cafe, Fast Food",['Goldfinch Hotel'],[],2000,40
1132,Yuki - Brewhouse and Kitchen,4.6,"Pan Asian, Cocktail Menu",['Koramangala'],['South Bengaluru'],2000,25
1133,Yuki - Brewhouse and Kitchen,4.6,"Pan Asian, Cocktail Menu",['Koramangala'],['South Bengaluru'],2000,25
1134,Essotto,3.9,Multicuisine,['Whitefield'],['East Bengaluru'],2000,10
1135,Essotto,3.9,Multicuisine,['Whitefield'],['East Bengaluru'],2000,10
1136,Suku,4.7,"Japanese, Thai",['HSR'],['South Bengaluru'],2000,25
1137,Suku,4.7,"Japanese, Thai",['HSR'],['South Bengaluru'],2000,25
1138,Kakal Kai Ruchi,3.8,Multicuisine,['JP Nagar'],['South Bengaluru'],2000,10
1139,Kakal Kai Ruchi,3.8,Multicuisine,['JP Nagar'],['South Bengaluru'],2000,10
1140,The Pizza Bakery,4.5,"Pizza, Italian",['12th main'],['East Bengaluru'],2000,25
1141,The Pizza Bakery,4.5,"Pizza, Italian",['12th main'],['East Bengaluru'],2000,25
1142,K-OS The GameBar,4.1,Multicuisine,['Koramangala'],['South Bengaluru'],2000,10
1143,K-OS The GameBar,4.1,Multicuisine,['Koramangala'],['South Bengaluru'],2000,10
1144,Light of Italy,4.4,"Italian, Mexican",['HSR'],['South Bengaluru'],2000,10
1145,Light of Italy,4.4,"Italian, Mexican",['HSR'],['South Bengaluru'],2000,10
1146,Hydra Club & Kitchen,4.1,Multicuisine,['Koramangala 5th Block'],['South Bengaluru'],2000,15
1147,Hydra Club & Kitchen,4.1,Multicuisine,['Koramangala 5th Block'],['South Bengaluru'],2000,15
1148,Shift Lounge,3.8,Multicuisine,['Singasandra'],[],2000,15
1149,Shift Lounge,3.8,Multicuisine,['Singasandra'],[],2000,15
1150,Bhagini Kitchen & Bar,3.9,Multicuisine,['Whitefield'],['East Bengaluru'],2000,15
1151,Bhagini Kitchen & Bar,3.9,Multicuisine,['Whitefield'],['East Bengaluru'],2000,15
1152,Hangover,3.8,Multicuisine,['HSR'],['South Bengaluru'],2000,15
1153,Hangover,3.8,Multicuisine,['HSR'],['South Bengaluru'],2000,15
1154,Jalpaan,4.5,Multicuisine,['Rajajinagar'],['West Bengaluru'],2000,10
1155,Jalpaan,4.5,Multicuisine,['Rajajinagar'],['West Bengaluru'],2000,10
1156,Monks Bar & Social,4.4,"Multicuisine, Indian Coastal Cuisine",['Vega City Mall'],['Bannerghatta Road'],1200,10
1157,Monks Bar & Social,4.4,"Multicuisine, Indian Coastal Cuisine",['Vega City Mall'],['Bannerghatta Road'],1200,10
1158,Eat India Co.,2.4,"Indian, Fusion",['Whitefield'],['East Bengaluru'],2000,10
1159,Eat India Co.,2.4,"Indian, Fusion",['Whitefield'],['East Bengaluru'],2000,10
1160,Moxy Kitchen,5.0,"European, North Indian",[],[],2500,20
1161,Moxy Kitchen,5.0,"European, North Indian",[],[],2500,20
1162,Templar-7,1.0,Multicuisine,['MG Road'],['Central Bengaluru'],2000,25
1163,Templar-7,1.0,Multicuisine,['MG Road'],['Central Bengaluru'],2000,25
1164,Minx,1.0,Multicuisine,['1MG Road Mall'],['MG Road'],3000,25
1165,Minx,1.0,Multicuisine,['1MG Road Mall'],['MG Road'],3000,25
1166,Boho,4.1,Multicuisine,['Brookefields Mall'],[],2000,10
1167,Boho,4.1,Multicuisine,['Brookefields Mall'],[],2000,10
1168,Sunshine Cafe,4.5,"Cafe, European",['Koramangala'],['South Bengaluru'],800,25
1169,Sunshine Cafe,4.5,"Cafe, European",['Koramangala'],['South Bengaluru'],800,25
1170,House of Dopamine- HOD,3.7,Multicuisine,['Koramangala'],['South Bengaluru'],2500,10
1171,House of Dopamine- HOD,3.7,Multicuisine,['Koramangala'],['South Bengaluru'],2500,10
1172,Board 4 Bored,4.5,Multicuisine,['Rajarajeshwari Nagar'],['South Bengaluru'],2000,15
1173,Board 4 Bored,4.5,Multicuisine,['Rajarajeshwari Nagar'],['South Bengaluru'],2000,15
1174,Kallol By Cafe Durga,4.0,"Italian, Maharashtrian",['Jayanagar'],['South Bengaluru'],500,10
1175,Kallol By Cafe Durga,4.0,"Italian, Maharashtrian",['Jayanagar'],['South Bengaluru'],500,10
1176,AB's - Absolute Barbecues,4.5,Multicuisine,['BTM'],['South Bengaluru'],1950,25
1177,AB's - Absolute Barbecues,4.5,Multicuisine,['BTM'],['South Bengaluru'],1950,25
1178,Curryce Andhra Bhojnam,5.0,Indian,['Sahakara Nagar'],['North Bengaluru'],2000,10
1179,Curryce Andhra Bhojnam,5.0,Indian,['Sahakara Nagar'],['North Bengaluru'],2000,10
1180,Toro Brew House & Kitchen,4.4,Multicuisine,['Sanjay Nagar'],['North Bengaluru'],2500,10
1181,Toro Brew House & Kitchen,4.4,Multicuisine,['Sanjay Nagar'],['North Bengaluru'],2500,10
1182,re:cess,4.7,Desserts,[],[],2000,15
1183,re:cess,4.7,Desserts,[],[],2000,15
1184,Narmada,4.0,Multicuisine,['Bannerghatta Road'],['South Bengaluru'],2000,25
1185,Narmada,4.0,Multicuisine,['Bannerghatta Road'],['South Bengaluru'],2000,25
1186,Whitefield Bar & Grill,3.4,Multicuisine,[],[],3000,25
1187,Whitefield Bar & Grill,3.4,Multicuisine,[],[],3000,25
1188,Jamavar,4.7,"Indian, North Indian",['The Leela Palace'],[],7080,10
1189,Jamavar,4.7,"Indian, North Indian",['The Leela Palace'],[],7080,10
1190,Prime Golf Brewing and Golfing,4.2,Multicuisine,['Whitefield'],['East Bengaluru'],2500,25
1191,Prime Golf Brewing and Golfing,4.2,Multicuisine,['Whitefield'],['East Bengaluru'],2500,25
1192,Sequence Restobar,5.0,Multicuisine,['Seshadripuram'],['Central Bengaluru'],2000,10
1193,Sequence Restobar,5.0,Multicuisine,['Seshadripuram'],['Central Bengaluru'],2000,10
1194,Simply Native,3.5,South Indian,['Domlur'],['East Bengaluru'],2000,15
1195,Simply Native,3.5,South Indian,['Domlur'],['East Bengaluru'],2000,15
1196,Ishaara,4.5,Modern Indian,"['Phoenix Mall Of Asia, Yelahanka']",[],2000,10
1197,Ishaara,4.5,Modern Indian,"['Phoenix Mall Of Asia, Yelahanka']",[],2000,10
1198,"Soho Cafe, Pub & Grill",4.8,Multicuisine,['Basavanagudi'],['South Bengaluru'],2000,10
1199,"Soho Cafe, Pub & Grill",4.8,Multicuisine,['Basavanagudi'],['South Bengaluru'],2000,10
1200,Uptown Rooftop Grill & Bar,5.0,Multicuisine,['Sahakara Nagar'],['North Bengaluru'],2500,20
1201,Uptown Rooftop Grill & Bar,5.0,Multicuisine,['Sahakara Nagar'],['North Bengaluru'],2500,20
1202,Blue Galaxy Bar & Kitchen,2.8,"Indian, Chinese",['Gandhi Nagar'],['Central Bengaluru'],2000,10
1203,Blue Galaxy Bar & Kitchen,2.8,"Indian, Chinese",['Gandhi Nagar'],['Central Bengaluru'],2000,10
1204,Sindhoora Gardenia,4.5,Multicuisine,['Banashankari'],['South Bengaluru'],2000,10
1205,Sindhoora Gardenia,4.5,Multicuisine,['Banashankari'],['South Bengaluru'],2000,10
1206,Hitchki,4.3,Modern Indian,['Phoenix Market City Mall'],[],2000,25
1207,Hitchki,4.3,Modern Indian,['Phoenix Market City Mall'],[],2000,25
1208,Kebarbiq,4.1,Multicuisine,['HSR'],['South Bengaluru'],2000,25
1209,Kebarbiq,4.1,Multicuisine,['HSR'],['South Bengaluru'],2000,25
1210,The Broth Station,4.6,Pan Asian,['BTM'],['South Bengaluru'],2000,10
1211,The Broth Station,4.6,Pan Asian,['BTM'],['South Bengaluru'],2000,10
1212,Alanati Ruchulu,4.0,Multicuisine,['Jakkur'],['Central Bengaluru'],600,10
1213,Alanati Ruchulu,4.0,Multicuisine,['Jakkur'],['Central Bengaluru'],600,10
1214,Cafe Baha,4.0,"Italian, Continental",['Akshyanagar'],[],500,10
1215,Cafe Baha,4.0,"Italian, Continental",['Akshyanagar'],[],500,10
1216,Gully Gangz Sports Bar,1.0,Multicuisine,['Koramangala 5th Block'],['South Bengaluru'],2500,20
1217,Gully Gangz Sports Bar,1.0,Multicuisine,['Koramangala 5th Block'],['South Bengaluru'],2500,20
1218,The Terrace at Gilly's Redefined,3.7,"Multicuisine, Cocktail Menu",['Koramangala'],['South Bengaluru'],2000,15
1219,The Terrace at Gilly's Redefined,3.7,"Multicuisine, Cocktail Menu",['Koramangala'],['South Bengaluru'],2000,15
1220,Naveen’s Bapu ki Kutiya,3.8,North Indian,['Varthur Main Road'],[],2000,10
1221,Naveen’s Bapu ki Kutiya,3.8,North Indian,['Varthur Main Road'],[],2000,10
1222,Ibbanni Cafe & Bristo,5.0,Multicuisine,['Subramanyapura'],[],600,10
1223,Ibbanni Cafe & Bristo,5.0,Multicuisine,['Subramanyapura'],[],600,10
1224,Food Affair - Veg Family Restaurant,4.7,Multicuisine,['BTM'],['South Bengaluru'],2000,10
1225,Food Affair - Veg Family Restaurant,4.7,Multicuisine,['BTM'],['South Bengaluru'],2000,10
1226,Tipsy Bull Brewhouse & Kitchen - Whitefield,4.4,Multicuisine,['Whitefield'],['East Bengaluru'],2000,10
1227,Tipsy Bull Brewhouse & Kitchen - Whitefield,4.4,Multicuisine,['Whitefield'],['East Bengaluru'],2000,10
1228,Global Buffet,3.3,Multicuisine,['Svenska Design Hotel'],[],2000,10
1229,Global Buffet,3.3,Multicuisine,['Svenska Design Hotel'],[],2000,10
1230,Shreemaatha Kitchens,1.0,Multicuisine,['kengeri'],['South Bengaluru'],600,10
1231,Shreemaatha Kitchens,1.0,Multicuisine,['kengeri'],['South Bengaluru'],600,10
1232,Quattro Bistro,4.9,Multicuisine,['Sadashiv Nagar'],['North Bengaluru'],2000,10
1233,Quattro Bistro,4.9,Multicuisine,['Sadashiv Nagar'],['North Bengaluru'],2000,10
1234,Nook,4.1,Multicuisine,['Aloft Bengaluru Outer Ring Road'],['South Bengaluru'],2000,10
1235,Nook,4.1,Multicuisine,['Aloft Bengaluru Outer Ring Road'],['South Bengaluru'],2000,10
1236,NEST,4.1,Multicuisine,[],[],2000,25
1237,NEST,4.1,Multicuisine,[],[],2000,25
1238,Mayuri,4.5,"Multicuisine, Biryani",['Electronic City'],['South Bengaluru'],2000,25
1239,Mayuri,4.5,"Multicuisine, Biryani",['Electronic City'],['South Bengaluru'],2000,25
1240,NASHA The Resto Bar,5.0,Multicuisine,['BTM'],['South Bengaluru'],1200,10
1241,NASHA The Resto Bar,5.0,Multicuisine,['BTM'],['South Bengaluru'],1200,10
1242,Karims,4.0,"Indian, Mughlai",['Kalyan Nagar'],['North Bengaluru'],4000,25
1243,Karims,4.0,"Indian, Mughlai",['Kalyan Nagar'],['North Bengaluru'],4000,25
1244,"Byg Brewski Brewing Company, Sarjapur",4.5,Multicuisine,['Sarjapur Road'],['South Bengaluru'],2000,25
1245,"Byg Brewski Brewing Company, Sarjapur",4.5,Multicuisine,['Sarjapur Road'],['South Bengaluru'],2000,25
1246,Fika - Sip Savor,5.0,"Cafe, Desserts, Continental",['Sahakara Nagar'],['North Bengaluru'],2000,10
1247,Fika - Sip Savor,5.0,"Cafe, Desserts, Continental",['Sahakara Nagar'],['North Bengaluru'],2000,10
1248,Byg Brewski Brewing company - Yeshwanthpur,4.4,Multicuisine,['Tumkur Main Rd'],['North Bengaluru'],2000,25
1249,Byg Brewski Brewing company - Yeshwanthpur,4.4,Multicuisine,['Tumkur Main Rd'],['North Bengaluru'],2000,25
1250,Tiki Village Cafe & Resto Bar,4.0,Multicuisine,['Hesaragahatta'],['North Bengaluru'],2000,10
1251,Tiki Village Cafe & Resto Bar,4.0,Multicuisine,['Hesaragahatta'],['North Bengaluru'],2000,10
1252,Tangerine,4.1,Multicuisine,['Davanam Sarovar Portico Suites'],[],2000,20
1253,Tangerine,4.1,Multicuisine,['Davanam Sarovar Portico Suites'],[],2000,20
1254,Daily Sushi - ITPL,4.5,"Japanese, Korean",['Whitefield'],['East Bengaluru'],2000,10
1255,Daily Sushi - ITPL,4.5,"Japanese, Korean",['Whitefield'],['East Bengaluru'],2000,10
1256,The Fisherman's Wharf,4.5,"Seafood, Multicuisine, Indian Coastal Cuisine",['Sarjapur Road'],['South Bengaluru'],2000,25
1257,The Fisherman's Wharf,4.5,"Seafood, Multicuisine, Indian Coastal Cuisine",['Sarjapur Road'],['South Bengaluru'],2000,25
1258,Attil Coastal Cuisine Restaurant,3.5,Indian Coastal Cuisine,['Hotel Canton Bar & Kitchen'],[],2000,10
1259,Attil Coastal Cuisine Restaurant,3.5,Indian Coastal Cuisine,['Hotel Canton Bar & Kitchen'],[],2000,10
1260,Havn Resto Bar,4.0,Multicuisine,['New BEL Road'],['North Bengaluru'],2000,10
1261,Havn Resto Bar,4.0,Multicuisine,['New BEL Road'],['North Bengaluru'],2000,10
1262,Cinnamon,4.5,Multicuisine,['Highland Hotel'],[],2000,10
1263,Cinnamon,4.5,Multicuisine,['Highland Hotel'],[],2000,10
1264,SOL55 - COMMUNITY BAR,4.0,Multicuisine,['Koramangala 4th Block'],['South Bengaluru'],1500,25
1265,SOL55 - COMMUNITY BAR,4.0,Multicuisine,['Koramangala 4th Block'],['South Bengaluru'],1500,25
1266,The Chill House,4.3,"Indian, Italian",['HSR'],['South Bengaluru'],2000,10
1267,The Chill House,4.3,"Indian, Italian",['HSR'],['South Bengaluru'],2000,10
1268,Mahanagaram,4.8,Andhra,['Kalyan Nagar'],['North Bengaluru'],800,25
1269,Mahanagaram,4.8,Andhra,['Kalyan Nagar'],['North Bengaluru'],800,25
1270,Flavours Restaurant,3.0,Multicuisine,[],[],2000,20
1271,Flavours Restaurant,3.0,Multicuisine,[],[],2000,20
1272,Full Circle,4.3,Multicuisine,['Rajarajeshwari Nagar'],['South Bengaluru'],2000,25
1273,Full Circle,4.3,Multicuisine,['Rajarajeshwari Nagar'],['South Bengaluru'],2000,25
1274,Lux Pub & Kitchen,3.0,Multicuisine,['Koramangala 7th Block'],['South Bengaluru'],2000,15
1275,Lux Pub & Kitchen,3.0,Multicuisine,['Koramangala 7th Block'],['South Bengaluru'],2000,15
1276,Harvest Salad Cafe,5.0,Multicuisine,['12th main'],['East Bengaluru'],1000,25
1277,Harvest Salad Cafe,5.0,Multicuisine,['12th main'],['East Bengaluru'],1000,25
1278,Garden Asia,4.1,"Tibetan, Chinese",['Koramangala'],['South Bengaluru'],2000,10
1279,Garden Asia,4.1,"Tibetan, Chinese",['Koramangala'],['South Bengaluru'],2000,10
1280,Jalsaa,3.0,Multicuisine,['R T Nagar'],['North Bengaluru'],1000,10
1281,Jalsaa,3.0,Multicuisine,['R T Nagar'],['North Bengaluru'],1000,10
1282,Parika,4.4,Multicuisine,['HSR'],['South Bengaluru'],2000,25
1283,Parika,4.4,Multicuisine,['HSR'],['South Bengaluru'],2000,25
1284,Ambara Bar & Restaurant,4.5,Multicuisine,['V One Hotel - Ambara Elite'],[],2000,15
1285,Ambara Bar & Restaurant,4.5,Multicuisine,['V One Hotel - Ambara Elite'],[],2000,15
1286,Manbhavan Premium Thali Restaurant,4.0,Indian,['Bhartiya Mall'],[],2000,10
1287,Manbhavan Premium Thali Restaurant,4.0,Indian,['Bhartiya Mall'],[],2000,10
1288,Khmer Kitchen,4.7,Asian,['JP Nagar'],['South Bengaluru'],2000,25
1289,Khmer Kitchen,4.7,Asian,['JP Nagar'],['South Bengaluru'],2000,25
1290,Meloghrano,4.9,Multicuisine,['Banashankari'],['South Bengaluru'],2000,10
1291,Meloghrano,4.9,Multicuisine,['Banashankari'],['South Bengaluru'],2000,10
1292,DISTRICT 6,4.5,"Cocktail Menu, Multicuisine",['Rajajinagar'],['West Bengaluru'],2000,25
